track_id,genre_top,genres,genres_all
142,[12],[89],"[89, 12, 25]"
143,[12],[89],"[89, 12, 25]"
144,[12],[89],"[89, 12, 25]"
145,[12],[89],"[89, 12, 25]"
146,[12],[89],"[89, 12, 25]"
147,[12],[89],"[89, 12, 25]"
148,[12],[89],"[89, 12, 25]"
149,[12],[89],"[89, 12, 25]"
150,[12],[89],"[89, 12, 25]"
151,[12],[89],"[89, 12, 25]"
152,[12],[89],"[89, 12, 25]"
153,[12],[89],"[89, 12, 25]"
154,[12],[89],"[89, 12, 25]"
155,[12],[89],"[89, 12, 25]"
156,[12],[89],"[89, 12, 25]"
157,[12],[89],"[89, 12, 25]"
158,[12],[89],"[89, 12, 25]"
159,[12],[89],"[89, 12, 25]"
160,[12],[89],"[89, 12, 25]"
161,[12],[89],"[89, 12, 25]"
162,[12],[89],"[89, 12, 25]"
163,[12],[89],"[89, 12, 25]"
164,[12],[89],"[89, 12, 25]"
165,[12],[89],"[89, 12, 25]"
166,[12],[89],"[89, 12, 25]"
167,[12],[89],"[89, 12, 25]"
168,[12],[89],"[89, 12, 25]"
169,[12],[89],"[89, 12, 25]"
170,[12],[89],"[89, 12, 25]"
171,[12],[89],"[89, 12, 25]"
172,[12],[89],"[89, 12, 25]"
173,[12],[89],"[89, 12, 25]"
174,[12],[89],"[89, 12, 25]"
175,[12],[89],"[89, 12, 25]"
176,[12],[89],"[89, 12, 25]"
177,[12],[89],"[89, 12, 25]"
178,[12],[89],"[89, 12, 25]"
179,[12],[89],"[89, 12, 25]"
180,[12],[89],"[89, 12, 25]"
181,[12],[89],"[89, 12, 25]"
182,[12],[89],"[89, 12, 25]"
183,[12],[89],"[89, 12, 25]"
184,[12],[89],"[89, 12, 25]"
185,[15],[15],[15]
186,[15],[15],[15]
187,[15],[15],[15]
188,[15],[15],[15]
189,[12],[12],[12]
190,[12],[12],[12]
191,[12],[12],[12]
192,[15],[15],[15]
193,[15],[15],[15]
194,[15],[15],[15]
195,[15],[15],[15]
196,[15],[15],[15]
197,[15],[15],[15]
198,[15],[15],[15]
199,[15],[15],[15]
200,[15],[15],[15]
201,[15],[15],[15]
202,[15],[15],[15]
203,[15],[15],[15]
204,[15],[15],[15]
205,[15],[15],[15]
206,[15],[15],[15]
207,[15],[15],[15]
208,[15],[15],[15]
209,[15],[15],[15]
210,[38],[1],"[1, 38]"
211,[],"[1, 18]","[1, 18, 1235, 38]"
212,[38],[1],"[1, 38]"
213,[],"[1, 18]","[1, 18, 1235, 38]"
214,[38],[1],"[1, 38]"
215,[],"[1, 18]","[1, 18, 1235, 38]"
216,[],"[1, 18]","[1, 18, 1235, 38]"
217,[38],[1],"[1, 38]"
218,[38],[1],"[1, 38]"
219,[38],[1],"[1, 38]"
220,[38],[1],"[1, 38]"
221,[38],[1],"[1, 38]"
222,[38],[1],"[1, 38]"
223,[38],[1],"[1, 38]"
224,[38],[1],"[1, 38]"
225,[38],[1],"[1, 38]"
226,[38],[1],"[1, 38]"
227,[38],[1],"[1, 38]"
228,[38],[1],"[1, 38]"
229,[38],[1],"[1, 38]"
230,[38],[1],"[1, 38]"
231,[38],[1],"[1, 38]"
232,[38],[1],"[1, 38]"
233,[],"[4, 15, 38]","[4, 38, 15]"
234,[],"[4, 15, 38]","[4, 38, 15]"
235,[],"[4, 15, 38]","[4, 38, 15]"
236,[],"[4, 15, 38]","[4, 38, 15]"
237,[],"[4, 15, 38]","[4, 38, 15]"
238,[],"[4, 15, 38]","[4, 38, 15]"
239,[],"[4, 15, 38]","[4, 38, 15]"
240,[],"[4, 15, 38]","[4, 38, 15]"
241,[],"[4, 15, 38]","[4, 38, 15]"
242,[],"[4, 15, 38]","[4, 38, 15]"
243,[],"[4, 15, 38]","[4, 38, 15]"
244,[],"[4, 15, 38]","[4, 38, 15]"
245,[],"[4, 15, 38]","[4, 38, 15]"
246,[12],[36],"[36, 12]"
247,[12],[36],"[36, 12]"
248,[],"[3, 37]","[3, 4, 37]"
249,[],"[3, 37]","[3, 4, 37]"
250,[],"[3, 37]","[3, 4, 37]"
251,[],"[3, 37]","[3, 4, 37]"
252,[],"[3, 37]","[3, 4, 37]"
253,[12],[27],"[27, 12]"
254,[12],"[27, 66]","[66, 27, 12]"
255,[12],"[25, 27]","[25, 27, 12]"
256,[12],"[27, 66]","[66, 27, 12]"
257,[12],"[27, 66]","[66, 27, 12]"
258,[12],[27],"[27, 12]"
259,[12],"[27, 66]","[66, 27, 12]"
260,[12],"[27, 66]","[66, 27, 12]"
261,[12],"[25, 27]","[25, 27, 12]"
262,[12],[27],"[27, 12]"
263,[12],"[27, 66]","[66, 27, 12]"
264,[12],"[25, 27]","[25, 27, 12]"
265,[12],"[27, 66]","[66, 27, 12]"
266,[12],"[27, 66]","[66, 27, 12]"
267,[12],"[25, 27]","[25, 27, 12]"
268,[12],"[27, 66]","[66, 27, 12]"
269,[12],"[27, 66]","[66, 27, 12]"
270,[12],"[27, 66]","[66, 27, 12]"
271,[12],[27],"[27, 12]"
272,[12],"[25, 27]","[25, 27, 12]"
273,[12],"[27, 66]","[66, 27, 12]"
274,[12],[27],"[27, 12]"
275,[12],"[27, 66]","[66, 27, 12]"
276,[12],"[27, 66]","[66, 27, 12]"
277,[12],"[27, 66]","[66, 27, 12]"
278,[12],"[27, 66]","[66, 27, 12]"
279,[12],[27],"[27, 12]"
280,[12],"[25, 27]","[25, 27, 12]"
281,[12],"[27, 66]","[66, 27, 12]"
282,[12],"[27, 66]","[66, 27, 12]"
283,[12],"[27, 66]","[66, 27, 12]"
284,[12],"[27, 66]","[66, 27, 12]"
285,[12],[27],"[27, 12]"
286,[12],"[25, 27]","[25, 27, 12]"
287,[12],"[27, 66]","[66, 27, 12]"
288,[12],"[27, 66]","[66, 27, 12]"
289,[12],[27],"[27, 12]"
290,[12],"[27, 66]","[66, 27, 12]"
291,[12],"[27, 66]","[66, 27, 12]"
292,[12],"[27, 66]","[66, 27, 12]"
293,[12],"[27, 66]","[66, 27, 12]"
294,[12],[27],"[27, 12]"
295,[12],[27],"[27, 12]"
296,[12],"[27, 66]","[66, 27, 12]"
297,[12],"[27, 66]","[66, 27, 12]"
298,[12],[27],"[27, 12]"
299,[12],"[27, 66]","[66, 27, 12]"
300,[12],[27],"[27, 12]"
301,[12],[12],[12]
302,[12],[12],[12]
303,[12],[12],[12]
304,[12],[12],[12]
305,[12],[12],[12]
306,[12],[12],[12]
307,[12],[12],[12]
308,[12],[12],[12]
309,[12],[12],[12]
310,[12],[12],[12]
311,[12],[12],[12]
312,[12],[12],[12]
313,[15],[15],[15]
314,[15],[15],[15]
315,[17],[17],[17]
316,[17],[17],[17]
317,[17],[17],[17]
318,[17],[17],[17]
319,[17],[17],[17]
320,[17],[17],[17]
321,[17],[17],[17]
322,[17],[17],[17]
323,[17],[17],[17]
324,[17],[17],[17]
325,[17],[17],[17]
326,[17],[17],[17]
327,[17],[17],[17]
328,[17],[17],[17]
329,[17],[17],[17]
330,[17],[17],[17]
331,[15],[15],[15]
332,[],"[76, 103]","[17, 10, 76, 103]"
333,[],"[76, 103]","[17, 10, 76, 103]"
334,[],"[76, 103]","[17, 10, 76, 103]"
335,[],"[76, 103]","[17, 10, 76, 103]"
336,[],"[76, 103]","[17, 10, 76, 103]"
337,[],"[76, 103]","[17, 10, 76, 103]"
338,[],"[76, 103]","[17, 10, 76, 103]"
339,[],"[76, 103]","[17, 10, 76, 103]"
340,[12],[12],[12]
341,[12],[12],[12]
342,[12],[12],[12]
343,[12],[12],[12]
344,[12],[12],[12]
345,[12],[12],[12]
346,[12],[12],[12]
347,[12],[12],[12]
348,[12],[12],[12]
349,[12],[12],[12]
350,[12],[12],[12]
351,[12],[25],"[25, 12]"
352,[12],[25],"[25, 12]"
353,[12],[12],[12]
354,[12],[12],[12]
355,[12],[12],[12]
356,[12],[12],[12]
357,[12],[25],"[25, 12]"
358,[12],[25],"[25, 12]"
359,[21],[21],[21]
360,[21],[21],[21]
361,[21],[21],[21]
362,[21],[21],[21]
363,[38],[1],"[1, 38]"
364,[38],[1],"[1, 38]"
365,[38],[1],"[1, 38]"
366,[4],[37],"[4, 37]"
367,[4],[37],"[4, 37]"
368,[4],[37],"[4, 37]"
369,[4],[37],"[4, 37]"
370,[17],[17],[17]
371,[17],[17],[17]
372,[17],[17],[17]
373,[17],[17],[17]
374,[12],[12],[12]
375,[12],[12],[12]
376,[12],[12],[12]
377,[12],[12],[12]
378,[12],[12],[12]
379,[17],[17],[17]
380,[17],[17],[17]
381,[17],[17],[17]
382,[],[],[]
383,[17],[17],[17]
384,[38],[41],"[41, 38]"
385,[38],[41],"[41, 38]"
386,[17],[17],[17]
387,[17],[17],[17]
388,[17],[17],[17]
389,[17],[17],[17]
390,[17],[17],[17]
391,[17],[17],[17]
392,[17],[17],[17]
393,[17],[17],[17]
394,[17],[17],[17]
395,[17],[17],[17]
396,[17],[17],[17]
397,[17],[17],[17]
398,[17],[17],[17]
399,[17],[17],[17]
400,[17],[17],[17]
401,[12],[12],[12]
402,[12],[12],[12]
403,[12],[12],[12]
404,[38],[1],"[1, 38]"
405,[38],[1],"[1, 38]"
406,[38],[1],"[1, 38]"
407,[20],[43],"[65, 43, 20]"
408,[15],[15],[15]
409,[15],[15],[15]
410,[15],[15],[15]
411,[15],[15],[15]
412,[15],[15],[15]
413,[15],[15],[15]
414,[15],[15],[15]
415,[15],[15],[15]
416,[15],[15],[15]
417,[15],[15],[15]
418,[15],[15],[15]
419,[15],[15],[15]
420,[15],[15],[15]
421,[15],[15],[15]
422,[15],[15],[15]
423,[15],[15],[15]
424,[15],[15],[15]
425,[15],[15],[15]
426,[15],[15],[15]
427,[15],[15],[15]
428,[15],[15],[15]
429,[15],[15],[15]
430,[15],[15],[15]
431,[15],[15],[15]
432,[15],[15],[15]
433,[2],[79],"[2, 79]"
434,[2],[79],"[2, 79]"
435,[21],[21],[21]
436,[21],[21],[21]
437,[21],[21],[21]
438,[21],[21],[21]
439,[21],[21],[21]
440,[21],[21],[21]
441,[21],[21],[21]
442,[21],[21],[21]
443,[21],[21],[21]
444,[21],[21],[21]
445,[21],[21],[21]
446,[21],[21],[21]
447,[21],[21],[21]
448,[21],[21],[21]
449,[21],[21],[21]
450,[21],[21],[21]
451,[21],[21],[21]
452,[21],[21],[21]
453,[21],[21],[21]
454,[21],[21],[21]
455,[21],[21],[21]
456,[21],[21],[21]
457,[12],[12],[12]
458,[12],[12],[12]
459,[12],[12],[12]
460,[12],[12],[12]
461,[21],[21],[21]
462,[21],[21],[21]
463,[12],[45],"[12, 45]"
464,[12],[45],"[12, 45]"
465,[12],[45],"[12, 45]"
466,[12],[45],"[12, 45]"
467,[12],[45],"[12, 45]"
468,[12],[45],"[12, 45]"
469,[12],[45],"[12, 45]"
470,[12],[45],"[12, 45]"
471,[2],[46],"[2, 46]"
472,[2],[46],"[2, 46]"
473,[2],[46],"[2, 46]"
474,[2],[46],"[2, 46]"
475,[2],[46],"[2, 46]"
476,[2],[46],"[2, 46]"
477,[12],[25],"[25, 12]"
478,[12],[25],"[25, 12]"
479,[12],[25],"[25, 12]"
480,[17],[17],[17]
481,[17],[17],[17]
482,[17],[17],[17]
483,[17],[17],[17]
484,[17],[17],[17]
485,[12],[12],[12]
486,[12],[12],[12]
487,[12],[12],[12]
488,[12],[12],[12]
489,[12],[12],[12]
490,[38],[32],"[32, 38]"
491,[38],[32],"[32, 38]"
492,[38],[32],"[32, 38]"
493,[38],[32],"[32, 38]"
494,[38],[32],"[32, 38]"
495,[38],[32],"[32, 38]"
496,[38],[32],"[32, 38]"
497,[14],[11],"[11, 14]"
498,[14],[11],"[11, 14]"
499,[14],[11],"[11, 14]"
500,[14],[11],"[11, 14]"
501,[14],[11],"[11, 14]"
502,[14],[11],"[11, 14]"
503,[14],[11],"[11, 14]"
504,[14],[11],"[11, 14]"
505,[14],[11],"[11, 14]"
506,[14],[11],"[11, 14]"
507,[14],[11],"[11, 14]"
508,[14],[11],"[11, 14]"
509,[14],[11],"[11, 14]"
510,[14],[11],"[11, 14]"
511,[14],[11],"[11, 14]"
512,[14],[11],"[11, 14]"
513,[14],[11],"[11, 14]"
514,[14],[11],"[11, 14]"
515,[14],[11],"[11, 14]"
516,[14],[11],"[11, 14]"
517,[14],[11],"[11, 14]"
518,[14],[11],"[11, 14]"
519,[14],[11],"[11, 14]"
520,[14],[11],"[11, 14]"
521,[14],[11],"[11, 14]"
522,[14],[11],"[11, 14]"
523,[14],[11],"[11, 14]"
524,[14],[11],"[11, 14]"
525,[14],[11],"[11, 14]"
526,[14],[11],"[11, 14]"
527,[14],[11],"[11, 14]"
528,[14],[11],"[11, 14]"
529,[14],[11],"[11, 14]"
530,[14],[11],"[11, 14]"
531,[14],[11],"[11, 14]"
532,[14],[11],"[11, 14]"
533,[14],[11],"[11, 14]"
534,[14],[11],"[11, 14]"
535,[14],[11],"[11, 14]"
536,[14],[11],"[11, 14]"
537,[14],[11],"[11, 14]"
538,[14],[11],"[11, 14]"
539,[12],[12],[12]
540,[12],[12],[12]
541,[12],[12],[12]
542,[12],[12],[12]
543,[12],[12],[12]
544,[12],[12],[12]
545,[12],[12],[12]
546,[12],[12],[12]
547,[12],[12],[12]
548,[12],[12],[12]
549,[12],[12],[12]
550,[12],[12],[12]
551,[12],[12],[12]
552,[12],[12],[12]
553,[12],[12],[12]
554,[12],[12],[12]
555,[12],[12],[12]
556,[12],[12],[12]
557,[12],[12],[12]
558,[12],[12],[12]
559,[12],[12],[12]
560,[12],[12],[12]
561,[38],[38],[38]
562,[38],[38],[38]
563,[38],[38],[38]
564,[12],[25],"[25, 12]"
565,[12],[25],"[25, 12]"
566,[12],[25],"[25, 12]"
567,[12],[25],"[25, 12]"
568,[12],[25],"[25, 12]"
569,[17],[17],[17]
570,[38],[1],"[1, 38]"
571,[38],[1],"[1, 38]"
572,[38],[1],"[1, 38]"
573,[38],[1],"[1, 38]"
574,[38],[1],"[1, 38]"
575,[38],[1],"[1, 38]"
576,[10],[10],[10]
577,[10],[10],[10]
578,[10],[10],[10]
579,[12],"[12, 45, 58, 66]","[58, 66, 12, 45]"
580,[12],"[12, 45, 58, 66]","[58, 66, 12, 45]"
581,[12],"[12, 45, 58, 66]","[58, 66, 12, 45]"
582,[12],"[12, 45, 58, 66]","[58, 66, 12, 45]"
583,[12],"[12, 45, 58, 66]","[58, 66, 12, 45]"
584,[12],"[12, 45, 58, 66]","[58, 66, 12, 45]"
585,[12],"[12, 45, 58, 66]","[58, 66, 12, 45]"
586,[4],[37],"[4, 37]"
587,[4],[37],"[4, 37]"
588,[4],[37],"[4, 37]"
589,[4],[37],"[4, 37]"
590,[4],[37],"[4, 37]"
591,[12],[12],[12]
592,[12],[12],[12]
593,[12],[12],[12]
594,[12],[12],[12]
595,[12],[12],[12]
596,[12],[12],[12]
597,[12],[12],[12]
598,[12],[12],[12]
599,[12],[12],[12]
600,[12],[12],[12]
601,[12],[12],[12]
602,[10],[10],[10]
603,[12],[12],[12]
604,[12],[12],[12]
605,[12],[12],[12]
606,[2],[2],[2]
607,[38],[32],"[32, 38]"
608,[12],[12],[12]
609,[12],[12],[12]
610,[12],[12],[12]
611,[12],[12],[12]
612,[12],[12],[12]
613,[12],[12],[12]
614,[12],[12],[12]
615,[12],[12],[12]
616,[12],[12],[12]
617,[38],[47],"[38, 47]"
618,[38],[47],"[38, 47]"
619,[38],[47],"[38, 47]"
620,[38],[47],"[38, 47]"
621,[38],[47],"[38, 47]"
622,[],"[33, 107]","[1235, 33, 107, 17]"
623,[],"[33, 107]","[1235, 33, 107, 17]"
624,[],"[33, 107]","[1235, 33, 107, 17]"
625,[15],[15],[15]
626,[15],[15],[15]
627,[15],[15],[15]
628,[15],[15],[15]
629,[15],[15],[15]
630,[15],[15],[15]
631,[15],[15],[15]
632,[15],[15],[15]
633,[15],[15],[15]
634,[15],[15],[15]
635,[15],[15],[15]
636,[15],[15],[15]
637,[15],[15],[15]
638,[15],[15],[15]
639,[15],[15],[15]
640,[17],[49],"[49, 17]"
641,[17],[49],"[49, 17]"
642,[17],[49],"[49, 17]"
643,[17],[49],"[49, 17]"
644,[17],[49],"[49, 17]"
645,[17],[49],"[49, 17]"
646,[12],"[25, 111]","[25, 12, 111]"
647,[38],[32],"[32, 38]"
648,[38],[32],"[32, 38]"
649,[38],[32],"[32, 38]"
650,[],"[250, 1235]","[250, 1235, 38]"
651,[],"[250, 1235]","[250, 1235, 38]"
652,[],"[250, 1235]","[250, 1235, 38]"
653,[],"[250, 1235]","[250, 1235, 38]"
654,[20],[138],"[138, 20]"
655,[20],[138],"[138, 20]"
656,[20],[138],"[138, 20]"
657,[20],[138],"[138, 20]"
658,[20],[138],"[138, 20]"
659,[20],[138],"[138, 20]"
660,[20],[138],"[138, 20]"
661,[20],[138],"[138, 20]"
662,[20],[138],"[138, 20]"
663,[20],[138],"[138, 20]"
664,[20],[138],"[138, 20]"
665,[20],[138],"[138, 20]"
666,[20],[138],"[138, 20]"
667,[20],[138],"[138, 20]"
668,[20],[138],"[138, 20]"
669,[20],[138],"[138, 20]"
670,[20],[138],"[138, 20]"
671,[20],[138],"[138, 20]"
672,[20],[138],"[138, 20]"
673,[20],[138],"[138, 20]"
674,[20],[138],"[138, 20]"
675,[20],[138],"[138, 20]"
676,[20],[138],"[138, 20]"
677,[20],[138],"[138, 20]"
678,[20],[138],"[138, 20]"
679,[20],[138],"[138, 20]"
680,[20],[138],"[138, 20]"
681,[20],[138],"[138, 20]"
682,[20],[138],"[138, 20]"
683,[20],[138],"[138, 20]"
684,[20],[138],"[138, 20]"
685,[20],[138],"[138, 20]"
686,[20],[138],"[138, 20]"
687,[20],[138],"[138, 20]"
688,[20],[138],"[138, 20]"
689,[20],[138],"[138, 20]"
690,[20],[138],"[138, 20]"
691,[20],[138],"[138, 20]"
692,[20],[138],"[138, 20]"
693,[20],[138],"[138, 20]"
694,[20],[138],"[138, 20]"
695,[20],[138],"[138, 20]"
696,[20],[138],"[138, 20]"
697,[20],[138],"[138, 20]"
698,[20],[138],"[138, 20]"
699,[20],[138],"[138, 20]"
700,[20],[138],"[138, 20]"
701,[20],[138],"[138, 20]"
702,[20],[138],"[138, 20]"
703,[20],[138],"[138, 20]"
704,[20],[138],"[138, 20]"
705,[20],[138],"[138, 20]"
706,[20],[138],"[138, 20]"
707,[20],[138],"[138, 20]"
708,[20],[138],"[138, 20]"
709,[20],[138],"[138, 20]"
710,[20],[138],"[138, 20]"
711,[20],[138],"[138, 20]"
712,[20],[138],"[138, 20]"
713,[20],[138],"[138, 20]"
714,[20],[138],"[138, 20]"
715,[20],[138],"[138, 20]"
716,[20],[138],"[138, 20]"
717,[20],[138],"[138, 20]"
718,[20],[138],"[138, 20]"
719,[20],[138],"[138, 20]"
720,[20],[138],"[138, 20]"
721,[20],[138],"[138, 20]"
722,[20],[138],"[138, 20]"
723,[20],[138],"[138, 20]"
724,[20],[138],"[138, 20]"
725,[20],[138],"[138, 20]"
726,[20],[138],"[138, 20]"
727,[20],[138],"[138, 20]"
728,[38],[30],"[38, 30]"
729,[38],[30],"[38, 30]"
730,[38],[30],"[38, 30]"
731,[38],[30],"[38, 30]"
732,[38],[30],"[38, 30]"
733,[38],[30],"[38, 30]"
734,[38],[30],"[38, 30]"
735,[38],[30],"[38, 30]"
736,[38],[30],"[38, 30]"
737,[38],[30],"[38, 30]"
738,[38],[30],"[38, 30]"
739,[38],[30],"[38, 30]"
740,[38],[30],"[38, 30]"
741,[12],[12],[12]
742,[12],[12],[12]
743,[12],[12],[12]
744,[38],[32],"[32, 38]"
745,[38],[32],"[32, 38]"
746,[38],[32],"[32, 38]"
747,[38],[32],"[32, 38]"
748,[38],[32],"[32, 38]"
749,[38],[32],"[32, 38]"
750,[38],[32],"[32, 38]"
751,[38],[32],"[32, 38]"
752,[38],[32],"[32, 38]"
753,[38],[32],"[32, 38]"
754,[38],[32],"[32, 38]"
755,[12],[12],[12]
756,[12],[12],[12]
757,[12],[12],[12]
758,[12],[31],"[12, 31]"
759,[12],[31],"[12, 31]"
760,[12],[31],"[12, 31]"
761,[12],[31],"[12, 31]"
762,[12],[31],"[12, 31]"
763,[38],[32],"[32, 38]"
764,[4],[4],[4]
765,[4],[4],[4]
766,[4],[4],[4]
767,[4],[4],[4]
768,[12],[53],"[45, 12, 53]"
769,[12],[53],"[45, 12, 53]"
770,[12],[53],"[45, 12, 53]"
771,[12],[12],[12]
772,[12],[12],[12]
773,[12],[12],[12]
774,[12],[53],"[45, 12, 53]"
775,[12],[53],"[45, 12, 53]"
776,[12],[53],"[45, 12, 53]"
777,[12],[53],"[45, 12, 53]"
778,[20],[138],"[138, 20]"
779,[38],[1],"[1, 38]"
780,[38],[1],"[1, 38]"
781,[38],[1],"[1, 38]"
782,[38],[1],"[1, 38]"
783,[12],[53],"[45, 12, 53]"
784,[12],[53],"[45, 12, 53]"
785,[12],[58],"[58, 12]"
786,[3],[3],[3]
787,[3],[3],[3]
788,[3],[3],[3]
789,[3],[3],[3]
790,[3],[3],[3]
791,[3],[3],[3]
792,[3],[3],[3]
793,[12],[12],[12]
794,[12],[12],[12]
795,[10],[10],[10]
796,[12],[12],[12]
797,[4],[4],[4]
798,[4],[4],[4]
799,[4],[4],[4]
800,[4],[4],[4]
801,[4],[4],[4]
802,[4],[4],[4]
803,[4],[4],[4]
804,[38],[22],"[38, 22]"
805,[38],[22],"[38, 22]"
806,[38],[22],"[38, 22]"
807,[38],[22],"[38, 22]"
808,[38],[22],"[38, 22]"
809,[38],[22],"[38, 22]"
810,[38],[22],"[38, 22]"
811,[38],[22],"[38, 22]"
812,[38],[22],"[38, 22]"
813,[38],[22],"[38, 22]"
814,[],"[15, 22]","[38, 22, 15]"
815,[12],[12],[12]
816,[12],[12],[12]
817,[12],[12],[12]
818,[12],[12],[12]
819,[12],[12],[12]
820,[2],[2],[2]
821,[38],[1],"[1, 38]"
822,[15],[15],[15]
823,[15],[15],[15]
824,[15],[15],[15]
825,[12],[12],[12]
826,[15],[15],[15]
827,[15],[15],[15]
828,[15],[15],[15]
829,[15],[15],[15]
830,[38],[30],"[38, 30]"
831,[38],[30],"[38, 30]"
832,[38],[30],"[38, 30]"
833,[38],[30],"[38, 30]"
834,[38],[30],"[38, 30]"
835,[38],[30],"[38, 30]"
836,[38],[30],"[38, 30]"
837,[38],[30],"[38, 30]"
838,[38],[30],"[38, 30]"
839,[38],[30],"[38, 30]"
840,[12],[12],[12]
841,[12],[12],[12]
842,[12],[12],[12]
843,[12],[12],[12]
844,[12],[12],[12]
845,[38],[47],"[38, 47]"
846,[38],[47],"[38, 47]"
847,[38],[47],"[38, 47]"
848,[12],[12],[12]
849,[12],[12],[12]
850,[12],[12],[12]
851,[12],[12],[12]
852,[15],[15],[15]
853,[15],[15],[15]
854,[15],[15],[15]
855,[12],[12],[12]
856,[12],[12],[12]
857,[12],[12],[12]
858,[12],[12],[12]
859,[12],[12],[12]
860,[12],[12],[12]
861,[12],[12],[12]
